chrom,start,end,name
chr2,130423364,130424964,blacklist_4034
chr2,130555902,130556155,blacklist_4035
chr2,131159764,131160964,blacklist_4036
chr2,131967064,131968364,blacklist_4037
chr2,132252364,132253664,blacklist_4038
chr2,133069564,133071264,blacklist_4039
chr2,133243264,133245164,blacklist_4040
chr2,133258364,133259464,blacklist_4041
chr2,135089637,135089818,blacklist_4042
chr2,135988483,135988852,blacklist_4043
chr2,136235264,136237164,blacklist_4044
chr2,136890564,136891864,blacklist_4045
chr2,137030864,137032764,blacklist_4046
chr2,137889664,137894264,blacklist_4047
chr2,138516964,138523364,blacklist_4048
chr2,138575164,138577064,blacklist_4049
chr2,138836364,138837964,blacklist_4050
chr2,139142064,139143164,blacklist_4051
chr2,139151864,139152964,blacklist_4052
chr2,139959885,139960172,blacklist_4053
chr2,144526864,144528064,blacklist_4054
chr2,145002198,145002361,blacklist_4055
chr2,146160964,146162264,blacklist_4056
chr2,148460664,148464164,blacklist_4057
chr2,148613964,148619964,blacklist_4058
chr2,148977364,148978864,blacklist_4059
chr2,150440664,150443364,blacklist_4060
chr2,150544664,150557364,blacklist_4061
chr2,151116064,151117764,blacklist_4062
chr2,151199164,151200364,blacklist_4063
chr2,151208764,151209864,blacklist_4064
chr2,151270164,151272264,blacklist_4065
chr2,151279564,151280864,blacklist_4066
chr2,151344264,151346164,blacklist_4067
chr2,151484820,151485024,blacklist_4068
chr2,151494764,151496464,blacklist_4069
chr2,152062807,152063241,blacklist_4070
chr2,154270305,154270506,blacklist_4071
chr2,154285403,154285644,blacklist_4072
chr2,155020114,155024612,blacklist_4073
chr2,155028264,155029564,blacklist_4074
chr2,155039088,155039325,blacklist_4075
chr2,155242664,155243864,blacklist_4076
chr2,156516744,156516972,blacklist_4077
chr2,157654064,157655864,blacklist_4078
chr2,157837125,157837656,blacklist_4079
chr2,158075236,158075555,blacklist_4080
chr2,158840944,158841203,blacklist_4081
chr2,159793664,159794864,blacklist_4082
chr2,161562429,161562785,blacklist_4083
chr2,161988964,161990064,blacklist_4084
chr2,162600764,162602564,blacklist_4085
chr2,162845864,162847264,blacklist_4086
chr2,162945290,162945494,blacklist_4087
chr2,163405764,163407064,blacklist_4088
chr2,163835164,163836464,blacklist_4089
chr2,163842864,163844964,blacklist_4090
chr2,164499595,164499873,blacklist_4091
chr2,164678252,164678391,blacklist_4092
chr2,164689036,164689370,blacklist_4093
chr2,165951978,165952183,blacklist_4094
chr2,165953096,165954545,blacklist_4095
chr2,167090765,167091084,blacklist_4096
chr2,167216600,167217700,blacklist_4097
chr2,167876678,167877393,blacklist_4098
chr2,169042800,169044000,blacklist_4099
chr2,169733354,169733506,blacklist_4100
chr2,170256079,170256524,blacklist_4101
chr2,170315893,170316449,blacklist_4102
chr2,170504200,170505400,blacklist_4103
chr2,170893474,170893775,blacklist_4104
chr2,171814600,171816100,blacklist_4105
chr2,172007800,172009400,blacklist_4106
chr2,172204700,172205913,blacklist_4107
chr2,172255499,172255874,blacklist_4108
chr2,172370000,172371400,blacklist_4109
chr2,172517655,172517921,blacklist_4110
chr2,173071420,173071673,blacklist_4111
chr2,173098599,173100899,blacklist_4112
chr2,173635999,173637099,blacklist_4113
chr2,173707536,173708000,blacklist_4114
chr2,173874223,173874487,blacklist_4115
chr2,173898722,173899002,blacklist_4116
chr2,174731457,174731621,blacklist_4117
chr2,174941861,174942056,blacklist_4118
chr2,174969099,174975299,blacklist_4119
chr2,174999999,175019399,blacklist_4120
chr2,175049799,175051099,blacklist_4121
chr2,175059568,175059717,blacklist_4122
chr2,175072699,175078999,blacklist_4123
chr2,176830395,176831795,blacklist_4124
chr2,177057795,177059295,blacklist_4125
chr2,177068995,177070595,blacklist_4126
chr2,177073030,177074365,blacklist_4127
chr2,177091963,177097013,blacklist_4128
chr2,177156695,177159695,blacklist_4129
chr2,177250995,177255395,blacklist_4130
chr2,177261258,177261593,blacklist_4131
chr2,177276195,177277295,blacklist_4132
chr2,177302695,177309495,blacklist_4133
chr2,177312150,177319319,blacklist_4134
chr2,177320782,177321825,blacklist_4135
chr2,177351395,177352495,blacklist_4136
chr2,177388795,177389995,blacklist_4137
chr2,177470494,177475505,blacklist_4138
chr2,177562995,177565095,blacklist_4139
chr2,177576395,177577995,blacklist_4140
chr2,177583595,177588495,blacklist_4141
chr2,177600095,177608195,blacklist_4142
chr2,177765895,177772495,blacklist_4143
chr2,177783595,177785595,blacklist_4144
chr2,177802895,177809395,blacklist_4145
chr2,177889395,177890495,blacklist_4146
chr2,177956995,177958295,blacklist_4147
chr2,177967595,177968695,blacklist_4148
chr2,178784490,178789539,blacklist_4149
chr2,179003490,179003662,blacklist_4150
chr2,180065895,180066995,blacklist_4151
chr2,180162310,180162627,blacklist_4152
chr2,180256295,180257995,blacklist_4153
chr2,181291695,181293395,blacklist_4154
chr2,181479249,181484250,blacklist_4155
chr2,181742795,181745695,blacklist_4156
chr2,181914857,181935002,blacklist_4157
chr2,182010227,182010740,blacklist_4158
chr3,3000000,3016600,blacklist_4159
chr3,3022900,3033200,blacklist_4160
chr3,3040888,3041112,blacklist_4161
chr3,3088800,3089900,blacklist_4162
chr3,3097269,3097539,blacklist_4163
chr3,3099480,3099722,blacklist_4164
chr3,3123995,3124248,blacklist_4165
chr3,3127243,3127404,blacklist_4166
chr3,3147278,3147570,blacklist_4167
chr3,3149726,3149990,blacklist_4168
chr3,3200055,3200237,blacklist_4169
chr3,3201023,3201296,blacklist_4170
chr3,3448500,3449700,blacklist_4171
chr3,3493052,3493325,blacklist_4172
chr3,3678760,3679032,blacklist_4173
chr3,4085800,4086900,blacklist_4174
chr3,4156500,4161000,blacklist_4175
chr3,4312569,4312660,blacklist_4176
chr3,4598071,4598288,blacklist_4177
chr3,5858066,5863164,blacklist_4178
chr3,6048800,6049800,blacklist_4179
chr3,6049225,6049464,chrM_16
chr3,6049649,6049889,chrM_17
chr3,6115989,6116294,blacklist_4180
chr3,6311100,6312600,blacklist_4181
chr3,6341600,6342800,blacklist_4182
chr3,6456000,6462000,blacklist_4183
chr3,6478610,6478829,blacklist_4184
chr3,6739200,6744300,blacklist_4185
chr3,7222500,7223900,blacklist_4186
chr3,8242890,8248862,blacklist_4187
chr3,8770801,8771075,blacklist_4188
chr3,10012200,10013400,blacklist_4189
chr3,10088100,10089100,blacklist_4190
chr3,11131500,11132600,blacklist_4191
chr3,11145286,11145550,blacklist_4192
chr3,11332000,11333100,blacklist_4193
chr3,11724365,11724580,blacklist_4194
chr3,11967000,11968600,blacklist_4195
chr3,12126900,12128200,blacklist_4196
chr3,12154445,12154577,blacklist_4197
chr3,12932000,12933300,blacklist_4198
chr3,13968800,13970700,blacklist_4199
chr3,14323500,14324900,blacklist_4200
chr3,14466300,14467700,blacklist_4201
chr3,15029300,15031200,blacklist_4202
chr3,15043300,15044400,blacklist_4203
chr3,15084489,15084747,blacklist_4204
chr3,16628500,16629700,blacklist_4205
chr3,16800083,16800324,blacklist_4206
chr3,17829610,17829785,blacklist_4207
chr3,17974700,17976600,blacklist_4208
chr3,17996100,17997200,blacklist_4209
chr3,18223368,18223585,blacklist_4210
chr3,18380500,18382500,blacklist_4211
chr3,18765662,18765926,blacklist_4212
chr3,19016200,19019900,blacklist_4213
chr3,19253371,19253708,blacklist_4214
chr3,19627700,19629400,blacklist_4215
chr3,20485978,20487778,blacklist_4216
chr3,21004778,21006278,blacklist_4217
chr3,21321078,21322878,blacklist_4218
chr3,21517778,21518878,blacklist_4219
chr3,21614113,21614245,blacklist_4220
chr3,21697478,21699378,blacklist_4221
chr3,22374778,22376378,blacklist_4222
chr3,22652878,22657778,blacklist_4223
chr3,22949078,22953178,blacklist_4224
chr3,23012778,23013878,blacklist_4225
chr3,23582978,23584278,blacklist_4226
chr3,23843161,23843304,blacklist_4227
chr3,24659678,24661078,blacklist_4228
chr3,25472978,25474378,blacklist_4229
chr3,25534578,25536678,blacklist_4230
chr3,25550278,25551678,blacklist_4231
chr3,25731952,25732212,blacklist_4232
chr3,26090278,26091678,blacklist_4233
chr3,26097078,26098178,blacklist_4234
chr3,26346878,26347978,blacklist_4235
chr3,26752799,26753093,blacklist_4236
chr3,26997868,26998238,blacklist_4237
chr3,27021378,27022878,blacklist_4238
chr3,27182478,27183678,blacklist_4239
chr3,28880578,28883778,blacklist_4240
chr3,30024078,30025578,blacklist_4241
chr3,30601978,30603078,blacklist_4242
chr3,31191389,31191713,blacklist_4243
chr3,31653878,31655178,blacklist_4244
chr3,31824978,31826078,blacklist_4245
chr3,32204278,32205678,blacklist_4246
chr3,32736178,32737678,blacklist_4247
chr3,32803960,32804216,blacklist_4248
chr3,33531978,33533178,blacklist_4249
chr3,33808731,33808999,blacklist_4250
chr3,35680446,35680754,blacklist_4251
chr3,35680833,35680967,blacklist_4252
chr3,36285978,36287378,blacklist_4253
chr3,36475178,36476278,blacklist_4254
chr3,37068246,37068368,blacklist_4255
chr3,37481485,37481773,blacklist_4256
chr3,37989089,37989352,blacklist_4257
chr3,38497946,38498147,blacklist_4258
chr3,39028878,39030778,blacklist_4259
chr3,39183278,39186278,blacklist_4260
chr3,39487132,39487245,blacklist_4261
chr3,40153078,40154978,blacklist_4262
chr3,40350978,40352278,blacklist_4263
chr3,40550038,40550619,blacklist_4264
chr3,40650618,40651147,blacklist_4265
chr3,41613396,41613689,blacklist_4266
chr3,41767478,41768878,blacklist_4267
chr3,41788178,41789378,blacklist_4268
chr3,42503878,42504978,blacklist_4269
chr3,43466478,43467878,blacklist_4270
chr3,44023102,44023311,blacklist_4271
chr3,44189778,44191378,blacklist_4272
chr3,44246078,44247878,blacklist_4273
chr3,44559678,44565392,blacklist_4274
chr3,44650519,44655557,blacklist_4275
chr3,44857878,44858978,blacklist_4276
chr3,45152333,45157380,blacklist_4277
chr3,45166978,45168278,blacklist_4278
chr3,45590278,45591378,blacklist_4279
chr3,45985978,45989678,blacklist_4280
chr3,46467570,46467716,blacklist_4281
chr3,48170131,48175143,blacklist_4282
chr3,48998430,48998587,blacklist_4283
chr3,50545078,50546278,blacklist_4284
chr3,51101878,51104378,blacklist_4285
chr3,51206605,51211655,blacklist_4286
chr3,51333671,51338716,blacklist_4287
chr3,51483478,51484778,blacklist_4288
chr3,51617978,51623691,blacklist_4289
chr3,51765778,51766978,blacklist_4290
chr3,52435978,52437178,blacklist_4291
chr3,53426878,53428378,blacklist_4292
chr3,54807178,54808278,blacklist_4293
chr3,56212078,56215778,blacklist_4294
chr3,56542278,56544178,blacklist_4295
chr3,56572966,56578249,blacklist_4296
chr3,57061078,57062178,blacklist_4297
chr3,57377378,57378778,blacklist_4298
chr3,58031613,58031819,blacklist_4299
chr3,58271568,58271693,blacklist_4300
chr3,59279878,59281678,blacklist_4301
chr3,59395278,59396678,blacklist_4302
chr3,59684896,59689966,blacklist_4303
chr3,59887578,59888978,blacklist_4304
chr3,59917651,59922709,blacklist_4305
chr3,60042707,60048251,blacklist_4306
chr3,61673978,61678178,blacklist_4307
chr3,61854878,61857378,blacklist_4308
chr3,62121392,62126446,blacklist_4309
chr3,62156664,62161730,blacklist_4310
chr3,62518478,62519578,blacklist_4311
chr3,63513951,63519164,blacklist_4312
chr3,63600001,63605056,blacklist_4313
chr3,63963878,63965078,blacklist_4314
chr3,64032146,64033793,blacklist_4315
chr3,64033955,64034933,blacklist_4316
chr3,64035660,64037129,blacklist_4317
chr3,64244778,64246178,blacklist_4318
chr3,64414354,64414500,blacklist_4319
chr3,64430031,64435080,blacklist_4320
chr3,64728378,64730178,blacklist_4321
chr3,64796929,64802002,blacklist_4322
chr3,65307824,65312850,blacklist_4323
chr3,66914478,66916378,blacklist_4324
chr3,67262578,67263678,blacklist_4325
chr3,67679678,67680778,blacklist_4326
chr3,68115478,68116678,blacklist_4327
chr3,68746331,68746573,blacklist_4328
chr3,69637978,69645775,blacklist_4329
chr3,70572978,70575878,blacklist_4330
chr3,70607767,70612815,blacklist_4331
chr3,70838673,70839113,blacklist_4332
chr3,71390678,71392578,blacklist_4333
chr3,71525578,71528678,blacklist_4334
chr3,72612963,72617995,blacklist_4335
chr3,73089678,73090978,blacklist_4336
chr3,73485128,73490155,blacklist_4337
chr3,74559878,74561078,blacklist_4338
chr3,74617468,74622533,blacklist_4339
chr3,74681378,74682678,blacklist_4340
chr3,75556578,75557778,blacklist_4341
chr3,79440347,79440675,blacklist_4342
chr3,79453900,79458947,blacklist_4343
chr3,79628078,79629878,blacklist_4344
chr3,79962978,79964878,blacklist_4345
chr3,80012506,80012535,blacklist_4346
chr3,80012602,80012661,blacklist_4347
chr3,80165981,80171048,blacklist_4348
chr3,80465978,80468478,blacklist_4349
chr3,80867000,80867332,blacklist_4350
chr3,81363258,81368307,blacklist_4351
chr3,83121610,83126688,blacklist_4352
chr3,83292878,83294778,blacklist_4353
chr3,83847478,83848978,blacklist_4354
chr3,86907837,86913113,blacklist_4355
chr3,87422630,87427712,blacklist_4356
chr3,87955050,87960078,blacklist_4357
chr3,88177178,88178678,blacklist_4358
chr3,88296278,88297678,blacklist_4359
chr3,90081496,90081682,blacklist_4360
chr3,90614810,90619856,blacklist_4361
chr3,90767078,90768278,blacklist_4362
chr3,90859878,90860978,blacklist_4363
chr3,92212178,92231978,blacklist_4364
chr3,92244378,92265278,blacklist_4365
chr3,92279178,92285578,blacklist_4366
chr3,92940179,92945230,blacklist_4367
chr3,93066303,93071347,blacklist_4368
chr3,93077326,93077569,blacklist_4369
chr3,93087250,93092252,blacklist_4370
chr3,93204778,93216417,blacklist_4371
chr3,93227778,93228878,blacklist_4372
chr3,93432584,93437628,blacklist_4373
chr3,93611166,93611525,blacklist_4374
chr3,93613375,93613731,blacklist_4375
chr3,93621319,93621536,blacklist_4376
chr3,93622828,93622982,blacklist_4377
chr3,93654716,93654929,blacklist_4378
chr3,93660298,93660547,blacklist_4379
chr3,93699726,93700084,blacklist_4380
chr3,93744878,93745978,blacklist_4381
chr3,93759427,93764458,blacklist_4382
chr3,93777900,93782943,blacklist_4383
chr3,93783708,93784056,blacklist_4384
chr3,93791592,93815954,blacklist_4385
chr3,93816248,93823384,blacklist_4386
chr3,93826335,93831337,blacklist_4387
chr3,93853817,93858828,blacklist_4388
chr3,93871200,93879678,blacklist_4389
chr3,93900878,93902178,blacklist_4390
chr3,93934797,93935303,blacklist_4391
chr3,94007778,94009578,blacklist_4392
chr3,94016370,94021442,blacklist_4393
chr3,94044378,94045578,blacklist_4394
chr3,94091778,94093478,blacklist_4395
chr3,94146478,94147678,blacklist_4396
chr3,94221313,94221652,blacklist_4397
chr3,94223921,94224395,blacklist_4398
chr3,94230891,94236100,blacklist_4399
chr3,94242244,94243271,blacklist_4400
chr3,94334615,94334654,blacklist_4401
chr3,94632990,94633522,blacklist_4402
chr3,94639172,94639472,blacklist_4403
chr3,94645178,94646478,blacklist_4404
chr3,94658378,94663278,blacklist_4405
chr3,94705878,94718378,blacklist_4406
chr3,94728878,94730578,blacklist_4407
chr3,94757678,94758678,blacklist_4408
chr3,94855962,94856339,blacklist_4409
chr3,95015278,95016578,blacklist_4410
chr3,95133378,95134978,blacklist_4411
chr3,95217078,95218278,blacklist_4412
chr3,95281513,95286518,blacklist_4413
chr3,95317819,95322819,blacklist_4414
chr3,95366565,95366699,blacklist_4415
chr3,95366978,95368178,blacklist_4416
chr3,95397778,95399478,blacklist_4417
chr3,95428078,95429178,blacklist_4418
chr3,95451623,95456626,blacklist_4419
chr3,95458693,95463694,blacklist_4420
chr3,95469042,95474988,blacklist_4421
chr3,95624478,95625778,blacklist_4422
chr3,95749512,95754515,blacklist_4423
chr3,95807777,95808777,blacklist_4424
chr3,95818877,95820477,blacklist_4425
chr3,95881777,95882977,blacklist_4426
chr3,95910412,95910841,blacklist_4427
chr3,96042026,96047548,blacklist_4428
chr3,96196677,96201177,blacklist_4429
chr3,96238677,96247377,blacklist_4430
chr3,96262277,96275157,blacklist_4431
chr3,96316487,96316522,blacklist_4432
chr3,96316601,96316671,blacklist_4433
chr3,96317112,96317142,blacklist_4434
chr3,96317212,96317542,blacklist_4435
chr3,96317716,96317818,blacklist_4436
chr3,96317920,96318044,blacklist_4437
chr3,96318452,96318668,blacklist_4438
chr3,96327877,96329077,blacklist_4439
chr3,96345877,96360977,blacklist_4440
chr3,96373177,96388577,blacklist_4441
chr3,96449677,96460777,blacklist_4442
chr3,96485577,96491977,blacklist_4443
chr3,96840677,96841877,blacklist_4444
chr3,96843948,96845285,blacklist_4445
chr3,96907034,96907521,blacklist_4446
chr3,97075077,97076377,blacklist_4447
chr3,97248377,97250277,blacklist_4448
chr3,97410371,97410588,blacklist_4449
chr3,97410922,97411195,blacklist_4450
chr3,97462299,97462515,blacklist_4451
chr3,97722992,97723270,blacklist_4452
chr3,97865861,97866286,blacklist_4453
chr3,98763387,98763481,blacklist_4454
chr3,98901259,98906291,blacklist_4455
chr3,98984785,98989785,blacklist_4456
chr3,99005477,99006677,blacklist_4457
chr3,99193105,99198194,blacklist_4458
chr3,99905777,99907177,blacklist_4459
chr3,99978668,99983828,blacklist_4460
chr3,100231990,100237025,blacklist_4461
chr3,100313960,100319025,blacklist_4462
chr3,100482851,100487907,blacklist_4463
chr3,101319619,101319858,blacklist_4464
chr3,101946077,101951121,blacklist_4465
chr3,102837177,102839077,blacklist_4466
chr3,103020077,103021377,blacklist_4467
chr3,103134677,103135977,blacklist_4468
chr3,103444477,103449503,blacklist_4469
chr3,103528817,103533871,blacklist_4470
chr3,103700377,103701777,blacklist_4471
chr3,103872916,103873046,blacklist_4472
chr3,103955904,103956198,blacklist_4473
chr3,104194277,104195877,blacklist_4474
chr3,105028482,105030082,blacklist_4475
chr3,105958882,105959982,blacklist_4476
chr3,106267182,106268282,blacklist_4477
chr3,106283768,106283986,blacklist_4478
chr3,106721382,106722582,blacklist_4479
chr3,106778582,106779682,blacklist_4480
chr3,107332682,107334282,blacklist_4481
chr3,107695782,107696982,blacklist_4482
chr3,108210082,108211282,blacklist_4483
chr3,108401482,108402582,blacklist_4484
chr3,109075782,109076782,blacklist_4485
chr3,109191516,109196559,blacklist_4486
chr3,109988982,109990282,blacklist_4487
chr3,110768965,110774026,blacklist_4488
chr3,110942979,110948029,blacklist_4489
chr3,111265782,111267682,blacklist_4490
chr3,111517436,111522477,blacklist_4491
chr3,111580282,111581482,blacklist_4492
chr3,111690172,111695183,blacklist_4493
chr3,112284882,112286282,blacklist_4494
chr3,113216182,113217782,blacklist_4495
chr3,113260682,113262682,blacklist_4496
chr3,113834882,113836782,blacklist_4497
chr3,114278648,114278894,blacklist_4498
chr3,114472882,114478045,blacklist_4499
chr3,114593182,114595882,blacklist_4500
chr3,115420691,115425743,blacklist_4501
chr3,115903961,115909999,blacklist_4502
chr3,116759770,116760157,blacklist_4503
chr3,116867249,116872250,blacklist_4504
chr3,117285682,117292382,blacklist_4505
chr3,118057882,118059682,blacklist_4506
chr3,118370516,118375576,blacklist_4507
chr3,118846232,118846428,blacklist_4508
chr3,119356427,119361473,blacklist_4509
chr3,120924382,120926182,blacklist_4510
chr3,121157682,121157837,blacklist_4511
chr3,121247318,121252461,blacklist_4512
chr3,122305887,122311132,blacklist_4513
chr3,122326430,122331462,blacklist_4514
chr3,122638382,122639482,blacklist_4515
chr3,122802842,122808057,blacklist_4516
chr3,123507882,123509082,blacklist_4517
chr3,123677135,123677339,blacklist_4518
chr3,123935982,123937382,blacklist_4519
chr3,123943529,123948584,blacklist_4520
chr3,124036482,124037882,blacklist_4521
chr3,124403996,124404129,blacklist_4522
chr3,124729138,124734189,blacklist_4523
chr3,125075882,125076982,blacklist_4524
chr3,125390882,125392682,blacklist_4525
chr3,125592328,125597377,blacklist_4526
chr3,125906182,125908082,blacklist_4527
chr3,126620685,126625750,blacklist_4528
chr3,126905582,126906782,blacklist_4529
chr3,127520172,127525206,blacklist_4530
chr3,127776282,127778182,blacklist_4531
chr3,128207543,128212618,blacklist_4532
chr3,128358223,128363277,blacklist_4533
chr3,128934228,128939293,blacklist_4534
chr3,129029482,129031382,blacklist_4535
chr3,129391466,129396524,blacklist_4536
chr3,130357230,130362250,blacklist_4537
chr3,131302282,131303682,blacklist_4538
chr3,131716136,131717636,blacklist_4539
chr3,133401336,133402436,blacklist_4540
chr3,133638536,133640436,blacklist_4541
chr3,133855274,133860311,blacklist_4542
chr3,134500606,134505662,blacklist_4543
chr3,134550636,134552036,blacklist_4544
chr3,134687736,134690536,blacklist_4545
chr3,134851388,134851658,blacklist_4546
chr3,134864236,134865536,blacklist_4547
chr3,135000380,135005401,blacklist_4548
chr3,135246746,135251790,blacklist_4549
chr3,135678020,135683088,blacklist_4550
chr3,135800336,135801436,blacklist_4551
chr3,136272526,136272776,blacklist_4552
chr3,136510836,136512036,blacklist_4553
chr3,136953551,136958559,blacklist_4554
chr3,137280122,137285171,blacklist_4555
chr3,137330053,137330638,blacklist_4556
chr3,138143036,138144236,blacklist_4557
chr3,139561336,139562636,blacklist_4558
chr3,141052936,141054336,blacklist_4559
chr3,141345923,141350972,blacklist_4560
chr3,142189035,142194381,blacklist_4561
chr3,142391616,142391859,blacklist_4562
chr3,142513736,142516636,blacklist_4563
chr3,142767155,142772170,blacklist_4564
chr3,142980551,142985622,blacklist_4565
chr3,143840836,143844136,blacklist_4566
chr3,144487537,144493663,blacklist_4567
chr3,144546636,144548436,blacklist_4568
chr3,144656211,144661261,blacklist_4569
chr3,144804238,144804454,blacklist_4570
chr3,144804754,144805023,blacklist_4571
chr3,145040236,145041536,blacklist_4572
chr3,145188636,145190136,blacklist_4573
chr3,146098652,146104156,blacklist_4574
chr3,146409245,146409430,blacklist_4575
chr3,146476636,146478636,blacklist_4576
chr3,146922336,146923436,blacklist_4577
chr3,147107936,147111036,blacklist_4578
chr3,147778369,147783424,blacklist_4579
chr3,148148929,148153971,blacklist_4580
chr3,148637448,148642477,blacklist_4581
chr3,148709036,148710436,blacklist_4582
chr3,149049977,149055433,blacklist_4583
chr3,150119211,150124237,blacklist_4584
chr3,150160936,150162136,blacklist_4585
chr3,151659736,151661036,blacklist_4586
chr3,152314559,152315046,blacklist_4587
chr3,152571236,152572536,blacklist_4588
chr3,152699195,152704240,blacklist_4589
chr3,152806436,152808236,blacklist_4590
chr3,153943836,153945136,blacklist_4591
chr3,154473083,154473310,blacklist_4592
chr3,154473427,154474070,blacklist_4593
chr3,154500036,154501636,blacklist_4594
chr3,154640336,154646636,blacklist_4595
chr3,156289336,156290936,blacklist_4596
chr3,156319076,156324131,blacklist_4597
chr3,156443136,156444336,blacklist_4598
chr3,157650327,157655341,blacklist_4599
chr3,157672736,157674136,blacklist_4600
chr3,157792075,157792432,blacklist_4601
chr3,158112736,158118836,blacklist_4602
chr3,158231336,158232536,blacklist_4603
chr3,158633536,158634836,blacklist_4604
chr3,158938730,158943777,blacklist_4605
chr3,158985763,158990820,blacklist_4606
chr3,159673436,159674736,blacklist_4607
chr3,159697636,159698736,blacklist_4608
chr3,159751536,159752836,blacklist_4609
chr3,159829404,159834444,blacklist_4610
chr3,159902181,159907235,blacklist_4611
chr3,159936906,159937194,blacklist_4612
chr4,3049991,3054195,blacklist_4613
chr4,3058425,3060027,blacklist_4614
chr4,3062004,3062719,blacklist_4615
chr4,3065398,3070037,blacklist_4616
chr4,3078753,3093235,blacklist_4617
chr4,3164551,3164756,blacklist_4618
chr4,3165094,3165398,blacklist_4619
chr4,3176792,3177092,blacklist_4620
chr4,3197053,3198153,blacklist_4621
chr4,3224837,3226999,blacklist_4622
chr4,3227753,3229153,blacklist_4623
chr4,3229538,3230185,blacklist_4624
chr4,3231978,3232432,blacklist_4625
chr4,3235935,3236521,blacklist_4626
chr4,3238513,3239005,blacklist_4627
chr4,3251756,3252984,blacklist_4628
chr4,3768832,3769129,blacklist_4629
chr4,4641353,4642553,blacklist_4630
chr4,4745171,4745435,blacklist_4631
chr4,4751554,4751678,blacklist_4632
chr4,5462253,5465053,blacklist_4633
chr4,5709453,5714153,blacklist_4634
chr4,6313553,6314853,blacklist_4635
chr4,7167253,7169153,blacklist_4636
chr4,9720089,9720288,blacklist_4637
chr4,9959115,9959147,blacklist_4638
chr4,10016753,10017953,blacklist_4639
chr4,10136808,10137739,blacklist_4640
chr4,10917448,10917824,blacklist_4641
chr4,12115445,12115595,blacklist_4642
chr4,12235653,12236853,blacklist_4643
chr4,12321353,12323253,blacklist_4644
chr4,12935653,12937353,blacklist_4645
chr4,12998333,12998561,blacklist_4646
chr4,14045553,14049053,blacklist_4647
chr4,14316336,14316489,blacklist_4648
chr4,14583153,14584353,blacklist_4649
chr4,14586972,14587223,blacklist_4650
chr4,15903491,15903746,blacklist_4651
chr4,16303053,16304853,blacklist_4652
chr4,16545353,16552053,blacklist_4653
chr4,16643385,16643657,blacklist_4654
chr4,17129253,17130453,blacklist_4655
chr4,17413653,17415553,blacklist_4656
chr4,18226553,18227853,blacklist_4657
chr4,18425553,18427453,blacklist_4658
chr4,19149453,19150653,blacklist_4659
chr4,20191754,20192084,blacklist_4660
chr4,20294353,20295553,blacklist_4661
chr4,20804553,20805653,blacklist_4662
chr4,21182349,21182658,blacklist_4663
chr4,21282053,21283153,blacklist_4664
chr4,21370853,21371953,blacklist_4665
chr4,21378253,21379753,blacklist_4666
chr4,21386753,21388653,blacklist_4667
chr4,21506353,21507553,blacklist_4668
chr4,21516853,21520053,blacklist_4669
chr4,22224833,22225001,blacklist_4670
chr4,22372609,22372825,blacklist_4671
chr4,22535953,22537353,blacklist_4672
chr4,23094553,23096253,blacklist_4673
chr4,23945853,23947353,blacklist_4674
chr4,24193612,24193811,blacklist_4675
chr4,24624774,24625075,blacklist_4676
chr4,24883536,24883683,blacklist_4677
chr4,25472157,25472445,blacklist_4678
chr4,25576370,25576651,blacklist_4679
chr4,26139353,26140653,blacklist_4680
chr4,26317459,26317678,blacklist_4681
chr4,27893317,27893599,blacklist_4682
chr4,28176784,28177124,blacklist_4683
chr4,29244050,29251550,blacklist_4684
chr4,29620246,29620458,blacklist_4685
chr4,30326850,30328750,blacklist_4686
chr4,31180881,31180988,blacklist_4687
chr4,31354080,31354360,blacklist_4688
chr4,31898722,31899041,blacklist_4689
chr4,31986933,31987159,blacklist_4690
chr4,31987611,31987750,blacklist_4691
chr4,31987781,31987967,blacklist_4692
chr4,33104116,33104342,blacklist_4693
chr4,33848954,33849235,blacklist_4694
chr4,34543398,34543647,blacklist_4695
chr4,34591075,34591253,blacklist_4696
chr4,34935251,34936351,blacklist_4697
chr4,35045351,35047251,blacklist_4698
chr4,35070951,35072051,blacklist_4699
chr4,37589767,37590867,blacklist_4700
chr4,37759167,37761067,blacklist_4701
chr4,38909467,38911367,blacklist_4702
chr4,39760067,39761467,blacklist_4703
chr4,40085067,40086567,blacklist_4704
chr4,40644274,40644499,blacklist_4705
chr4,41781675,41781861,blacklist_4706
chr4,41808489,41808884,blacklist_4707
chr4,41808953,41809132,blacklist_4708
chr4,41885373,41885604,blacklist_4709
chr4,41900692,41900874,blacklist_4710
chr4,41910300,41911400,blacklist_4711
chr4,42025408,42026602,blacklist_4712
chr4,42026859,42028093,blacklist_4713
chr4,42032372,42033053,blacklist_4714
chr4,42033228,42033657,blacklist_4715
chr4,42033674,42033963,blacklist_4716
chr4,42034097,42034237,blacklist_4717
chr4,42087475,42087787,blacklist_4718
chr4,42189775,42190029,blacklist_4719
chr4,42378179,42378803,blacklist_4720
chr4,42379071,42379454,blacklist_4721
chr4,42379459,42380337,blacklist_4722
chr4,42384639,42385260,blacklist_4723
chr4,42385428,42385863,blacklist_4724
chr4,42385885,42386169,blacklist_4725
chr4,42467211,42467408,blacklist_4726
chr4,42586563,42586887,blacklist_4727
chr4,42586919,42588924,blacklist_4728
chr4,42713401,42713819,blacklist_4729
chr4,42714013,42714734,blacklist_4730
